t,x,y,z,u,v,w,x_dot,y_dot,z_dot,u_dot,v_dot,w_dot
3.423,9.091384906821286,1.9865543909329393,35.50641927507464,-9.58902448792846,-31.44681181158446,40.05505158824809,-80.63732964681192,-38.78348948103447,-76.62443767453426,-60.94640862927702,5.959663172798818,-741.0224397898268
7.731,4.1415572114348445,0.4024839705976922,34.61339809037063,-56.96232389084756,7.478283518399896,-145.38018301836266,-94.35305629921908,-35.2705340422615,-90.63663829667556,43.030985991556605,1.2074519117930766,-517.8577628029095
9.215,-2.5533724199218923,-2.1625578766639526,19.269376611089854,-19.684268761306267,1.731305663217167,-55.76378027489834,-15.77612332872687,-21.861280756521385,-45.863830970034726,61.35541093002277,-6.487673629991858,178.33421467346176
2.269,-4.678230657404631,-16.015024754354698,12.268166913904526,94.45144096320969,-24.8336358953791,92.11441314602243,-18.916500006290974,-32.748483190810546,42.206459075607015,102.02355585352659,-48.045074263064095,237.60191153523147
8.3625,-4.165364055798346,-5.243273617932405,29.5658281086932,61.29767368205469,-5.272695680987216,129.96851295480835,50.5185780607141,17.03821342042898,-57.003050354600774,93.7240528325807,-15.729820853797214,512.6313539983125
6.9225,-8.270026664157744,-5.167932705385632,32.64130841222544,31.836452287962697,-1.4293739447568479,28.382589061187723,62.85739187568382,44.981050975826484,-44.30563587076955,136.85163300215632,-15.503798116156897,755.3575672706136
8.195,-11.90793514121238,-13.219797782704898,30.434497222906884,22.733010471549512,-0.9374558256260858,-10.121497410916358,9.614384056624338,43.14708864016782,76.26082083206738,379.6048884335733,-39.65939334811469,793.0827181738504
3.6155,2.9325790074121203,5.62793784027149,22.89359699797134,-21.231317668738633,-29.84783387828048,-29.68329798408549,5.722270659855063,39.19482628514448,-44.545982749089696,-107.61242317607005,16.88381352081447,-189.22825060315574
4.716,-7.081192776846553,3.7932170073624487,16.814155212631018,-102.97273761005565,-5.750978456222313,-256.6626342898219,5.771360232034368,-77.25136186238404,-71.6988085790696,39.1929980930717,11.379651022087346,835.2267500532155
4.7860000000000005,-8.374107064004864,-2.721525102354456,13.694034891827458,-96.82925314735164,-5.596277061902778,-201.82009813915,-40.303433530847556,-111.48188130549757,-13.727540261543275,134.09791285797786,-8.16457530706337,692.2178102420728
6.506,-8.335651672145884,1.58464827494198,24.776619428479552,-63.02099848319254,8.105121205414436,-213.80855443735842,36.182000987686095,-36.55874713131338,-79.28088707270963,23.758771246958474,4.75394482482594,576.6382489527352
5.773,11.464379556471782,22.685166087616416,24.230946655476618,-69.17998730572266,2.04020707301872,-76.0031553231751,43.02787800572368,18.484484949570323,195.45468888387705,-480.5030620339379,68.05549826284926,-916.2650287997647
1.1985000000000001,-8.652460920729768,-7.651419599727634,30.648809836492813,27.33708642931731,5.6656856733214,9.088244784869804,37.34749963933864,24.904457523104902,-15.527572116226239,207.1698178619489,-22.954258799182902,746.9667156072165
2.213,-3.7007117277628576,-14.274940408053771,10.405760161488503,90.05666646694264,-22.292659167927372,82.65249126330212,-15.68562033596649,-28.543610135470832,25.078398758559114,58.48493973880572,-42.82482122416131,110.5831595651481
4.485,-23.129477718740887,-18.50665060238274,31.410223894369796,-124.03117582221373,-6.833529648329064,-272.4918706128456,-77.80290465863227,104.21687783145569,344.2875186972183,705.3292147779293,-55.519951807148225,-1170.928296329223
